Produit,Titre,URL,nom,Description
Audit SI,IT Security Audit Services | We Deliver Calm 🔒,https://www.scnsoft.com/security/audit,scnsoft.com,Protect your assets with our IT security audit services. We help companies in 30+ industries improve the efficiency of their cybersecurity controls.
Audit SI,Cyber Security Audit,https://www.bridewell.com/cyber-security/audit,bridewell.com,"Bridewell has demonstrated its ability to design Cyber Security audit programmes for government bodies and regulators, as well as CNI, fintech and DevOps ..."
Audit SI,CertiK: Largest Blockchain Security Auditor,https://www.certik.com/,certik.com,CertiK is the largest blockchain security auditor and provides a comprehensive suite of tools to secure the industry at scale. Talk to an expert.
Audit SI,Blockchain Security & Compliance Partner | Hacken,https://hacken.io/,hacken.io,"Hacken is an end-to-end blockchain security & compliance partner trusted by Web3 enterprises, regulators, and digital asset platforms. From audits and ..."
Audit SI,Resilinc: Supply Chain Risk Management – Agentic Supply ...,https://resilinc.ai/,resilinc.ai,Discover Resilinc's Agentic AI Supply Chain Risk Solutions and AI-Powered Supply Chain Software for smarter Agentic Supply Risk Management.
Audit SI,Risk Management for Technology Companies,https://www.lseg.com/en/risk-intelligence/third-party-risk-management/technology,lseg.com,"Our third-party risk management solutions help technology companies identify, manage and mitigate risks in their business relationships."
Audit SI,Fusion Risk Management | Risk Management Software,https://www.fusionrm.com/,fusionrm.com,"Fusion Risk Management helps your company prepare, manage, and act in any situation with our unique combination of consulting services & software solutions."
Audit SI,What is Risk? - Simplifying risk management,https://andrewsheves.com/2017/02/24/what-is-risk/,andrewsheves.com,"Feb 24, 2017 · Risk and risk discussions are often hampered by inconsistent terminology and a high degree of subjectivity. To overcome this, we need to understand what we mean when we ask …"
Audit SI,"Best Risk Management Consulting, Worldwide Reviews 2025",https://www.gartner.com/reviews/market/risk-management-consulting-worldwide,gartner.com,Find the top Risk Management Consulting Services with Gartner. Compare and filter by verified offering reviews and choose the service that's right for your ...
Audit SI,audit informatique - Skander Wnissi,https://prezi.com/p/icqyun33sd9u/audit-informatique/,prezi.com,I. AUDIT INFORMATIQUE. Définition d'audit informatique; Objectifs d'audit des SI; Avantages d'audit informatique; Types d'audit informatique.
Audit SI,REDSYSTEM // Experts en cybersécurité offensive,https://redsystem.io/,redsystem.io,"REDSYSTEM est une entreprise de hacking éthique, experts en cybersécurité: audit, mise en conformité, intervention en cas d'attaque."
Audit SI,DevNovation Tunisie,https://devnovation.com/,devnovation.com,"Un audit informatique permet de faire ressortir les points forts mais surtout les points faibles de votre système informatique. A partir de cet audit, nous ..."
Audit SI,DSecBypass | Spécialistes du test d'intrusion à Lyon et en ...,https://www.dsecbypass.com/,dsecbypass.com,"DSecBypass, entreprise de cybersécurité basée à Lyon, est spécialisée dans le pentest, l'audit de code et l'analyse forensic. Notre équipe de consultants ..."
Audit SI,agisoin,https://www.agisoin.com/index.php/fr/,agisoin.com,"Promouvoir les bonnes pratiques et mettre en place des solutions agiles et innovantes en audit, transformation digitale et sécurité des systèmes d'information."
Cloud,Managed Cloud Services: Pros and Cons,https://cloudian.com/guides/hybrid-cloud/managed-cloud-services/,cloudian.com,"Learn what is a managed cloud service, what are the pros and cons of managed cloud service providers, and what to consider when assessing providers."
Cloud,Read more on how to choose a cloud service provider,https://www.digitalocean.com/resources/cloud-service-providers-how-to-choose,digitalocean.com,"The top cloud providers by market share, often referred to as hyperscaler clouds, are Amazon Web Services, Google Cloud Platform, and Microsoft Azure."
Cloud,8 criteria to ensure you select the right cloud service provider,https://techindustryforum.org/8-criteria-to-ensure-you-select-the-right-cloud-service-provider/,techindustryforum.org,We have grouped these into 8 sections to help you effectively compare suppliers and select a provider that delivers the value and benefits your organisation ...
Cloud,Top 10: Cloud Platforms in the Data Centre Sector,https://datacentremagazine.com/top10/top-10-cloud-platforms-in-the-data-centre-sector,datacentremagazine.com,"Jan 8, 2025 — 10. VMware Cloud · 9. Alibaba Cloud · 8. Huawei Cloud · 7. Dell Technologies Cloud · 6. Google Cloud Platform (GCP) · 5. OVHCloud · 4. IBM Cloud · 3."
Cloud,21+ Top Cloud Service Providers Globally In 2025,https://www.cloudzero.com/blog/cloud-service-providers/,cloudzero.com,"May 21, 2025 — As of 2025, the top three CSPs are AWS with a 29% market share, Microsoft Azure with 22%, and Google Cloud Platform (GCP) with 12%. Together, ..."
Cloud,"Akamai: Cloud Computing, Security, Content Delivery (CDN)",https://www.akamai.com/,akamai.com,Akamai is the cybersecurity and cloud computing company that powers and protects business online.
Cloud,Top 10: Cloud Computing Companies,https://technologymagazine.com/top10/top-10-cloud-computing-companies-2025,technologymagazine.com,"Feb 19, 2025 — Top 10: Cloud Computing Companies · 8. Tencent Cloud · 7. IBM Cloud · 6. Salesforce · 5. Oracle Cloud · 4. Alibaba Cloud · 3. Google Cloud · 2."
Cloud,VMware by Broadcom - Cloud Computing for the Enterprise,https://www.vmware.com/,vmware.com,"Optimize cloud infrastructure with VMware for app platforms, private cloud, edge, networking, and security."
Cloud,Tencent Cloud,https://www.tencentcloud.com/,tencentcloud.com,"Cloud Virtual Machine. A secure, stable, and highly flexible computing service ; Tencent Cloud Lighthouse. A new-gen cloud server service for SMEs and developers."
Cloud,Cloud Computing & Web Hosting | OVHcloud Worldwide,https://www.ovhcloud.com/en/,ovhcloud.com,"OVHcloud offers more than 80 open and reversible services with the best price-performance ratio, including domain names, VPS, dedicated servers, ..."
Cloud,Cloudcomputing - Building Trust in Identity Journeys,https://cloudcomputing.co/en/,cloudcomputing.co,"Modern Identity, Mobility Security and Cybersecurity Consulting solutions. 14 years of experience guiding organizations through complex identity journeys."
Cloud,What is SaaS - What is SaaS,https://what-is-saas.com/,what-is-saas.com,SaaS (Software as a Service) is a cloud-based software delivery model where tools are accessed via the internet.
Cloud,What Is SaaS? | Oracle,https://www.oracle.com/applications/what-is-saas/,oracle.com,"Software as a service (SaaS) is a cloud-based software delivery model in which the cloud provider develops and maintains cloud application software, provides automatic software updates, and …"
Cloud,Guide to Understanding SaaS (Software as a Service) | HubSpot,https://www.hubspot.com/products/saas/what-is,hubspot.com,"SaaS describes a full software application that isn't run on a local machine but instead hosted and operated from the cloud. As the end-user, you never have to download any software or app to …"
Cloud,Top Cloud Infrastructure Startups in 2025,https://wellfound.com/startups/industry/cloud-infrastructure,wellfound.com,Top Cloud Infrastructure Startups in 2025 · Pantheon Platform · OneSignal · Instabase · Securly · Plaid · Kong · echo3D · Stripe.
Cloud,OpenStack: Open Source Cloud Computing Infrastructure,https://www.openstack.org/,openstack.org,OpenStack is an open source cloud computing infrastructure software project and is one of the three most active open source projects in the world.
Cloud,What is the cloud? | Cloud definition - Cloudflare,https://www.cloudflare.com/learning/cloud/what-is-the-cloud/,cloudflare.com,"The cloud is a distributed collection of servers that host software and infrastructure, and it is accessed over the Internet. Learn how cloud computing works."
Cloud,"Mirantis: Build AI Infrastructure Your Way, Anywhere",https://www.mirantis.com/,mirantis.com,"Unified multi-cluster management. A single point of control for AWS, Azure, vSphere, OpenStack, and cloud native integrations · Efficient GPU utilization"
Cloud,What is cloud computing? An overview of the cloud - Atlassian,https://www.atlassian.com/microservices/cloud-computing,atlassian.com,"Cloud computing is the delivery of computing resources — including storage, processing power, databases, networking, analytics, artificial intelligence, and software applications — over the …"
Cloud,"Understanding Cloud Computing: Benefits, Services, and Security",https://www.investopedia.com/terms/c/cloud-computing.asp,investopedia.com,"Aug 8, 2025 · Cloud computing provides on-demand delivery of services like storage, servers, and software over the internet, allowing for remote data saving and access from any internet …"
Cloud,iCloud,https://www.icloud.com/,icloud.com,"Log in to iCloud to access your photos, mail, notes, documents and more. Sign in with your Apple Account or create a new account to start using Apple services."
Cloud,Cloud Solutions,https://noventiq.com/solutions/cloud_solutions,noventiq.com,"The company specializes primarily in developing and marketing database software and technology, cloud engineered systems, and enterprise software products."
Cloud,Cloud Software Group: Mission Critical Enterprise Software,https://www.cloud.com/,cloud.com,"Cloud Software Group is a leading provider of enterprise infrastructure software solutions encompassing virtualization, integration, data management, ..."
Cloud,Cloud Solutions - IT Services for Nonprofits & Professionals,https://cloudsolutions.com/,cloudsolutions.com,"Cloud Solutions specializes in cloud strategies, planning, migrations, and on-going support, and helps technology work to support your goals."
Cloud,Cloud Services | Business & Enterprise Cloud Solutions,https://www.crayon.com/our-expertise/cloud-services/overview/,crayon.com,"Discover Crayon's expert cloud services, including modern work and GenAI, cloud modernization, cybersecurity, and managed support. Tailored business cloud ..."
Cloud,Cloud solutions,https://www.luxoft.com/services/cloud-solutions,luxoft.com,Take the scalability and performance of your systems to the next level while optimizing costs with Luxoft's cloud IT services tailored to your needs.
Cloud,"KEENTON : Services Cloud, Solutions d'Entreprise ...",https://www.keenton.com/,keenton.com,"KEENTON accompagne vos projets informatiques. Découvrez nos Services Cloud, Solutions d'Entreprises, Infogérances et nos Applications."
Cloud,Cloud Services | Internet Industry,https://e.huawei.com/fr-MC/solutions/industries/isp/full-stack-cloud-services,e.huawei.com,"Full-Stack Cloud Services provide a full-stack, all-scenario AI portfolio for Internet enterprises and developers, fostering greater innovation. Learn more."
Cloud,Plateforme d'applications d'entreprise Red Hat OpenShift,https://www.redhat.com/fr/technologies/cloud-computing/openshift,redhat.com,Red Hat OpenShift est disponible sous forme de plateforme d'applications gérée dans le cloud de votre choix. Allouez vos dépenses engagées à des solutions et ...
Cloud,Dyxis,https://www.dyxis.com/,dyxis.com,SERVICE MANAGÉ La gestion de vos serveurs est comprise automatiquement dans toutes nos offres cloud pour focaliser vos équipes sur l'essentiel de votre métier.
